Algorithm,Problem,Exp,obj,Indicator,value
NSGA-III,F15,7,7D,HV,0.88824951412056
NSGA-III,F15,7,10D,HV,0.875049002738505
NSGA-III,F15,7,15D,HV,1
NSGA-III,F15,8,3D,HV,0.64037354661085
NSGA-III,F15,8,5D,HV,0.967469195908988
NSGA-III,F15,8,7D,HV,0.919443732199376
NSGA-III,F15,8,10D,HV,0.867459199031081
NSGA-III,F15,8,15D,HV,0.928109174951228
NSGA-III,F15,9,3D,HV,0.739146044509841
NSGA-III,F15,9,5D,HV,0.975812219764416
NSGA-III,F15,9,7D,HV,0.89968032561699
NSGA-III,F15,9,10D,HV,0.867950308107046
NSGA-III,F15,9,15D,HV,0.939490568132817
NSGA-III,F15,10,3D,HV,0.784222711709388
NSGA-III,F15,10,5D,HV,0.979450774448848
NSGA-III,F15,10,7D,HV,0.925045577759033
NSGA-III,F15,10,10D,HV,0.858341210497142
NSGA-III,F15,10,15D,HV,0.978040197319766
NSGA-III,F15,11,3D,HV,0.833296384842528
NSGA-III,F15,11,5D,HV,0.97502922400861
NSGA-III,F15,11,7D,HV,0.91063131430843
NSGA-III,F15,11,10D,HV,0.862491820895582
NSGA-III,F15,11,15D,HV,0.945313737409758
NSGA-III,F15,12,3D,HV,0.664584762328732
NSGA-III,F15,12,5D,HV,0.978273264797407
NSGA-III,F15,12,7D,HV,0.91642157520953
NSGA-III,F15,12,10D,HV,0.865271808262751
NSGA-III,F15,12,15D,HV,0.954874233537805
NSGA-III,F15,13,3D,HV,0.653867892101242
NSGA-III,F15,13,5D,HV,0.953983661811379
NSGA-III,F15,13,7D,HV,0.895497839172551
NSGA-III,F15,13,10D,HV,0.846340140999807
NSGA-III,F15,13,15D,HV,0.936654037779795
NSGA-III,F15,14,3D,HV,0.756609375107704
NSGA-III,F15,14,5D,HV,0.978702111976395
NSGA-III,F15,14,7D,HV,0.910426905887589
NSGA-III,F15,14,10D,HV,0.869812255250721
NSGA-III,F15,14,15D,HV,0.933410968151271
NSGA-III,F15,15,3D,HV,0.775554913386064
NSGA-III,F15,15,5D,HV,0.977105998373674
NSGA-III,F15,15,7D,HV,0.891112409889126
NSGA-III,F15,15,10D,HV,0.859333825201864
NSGA-III,F15,15,15D,HV,0.931190618508453
NSGA-III,F15,16,3D,HV,0.694669217511074
NSGA-III,F15,16,5D,HV,0.9650007599112
NSGA-III,F15,16,7D,HV,0.896133924262039
NSGA-III,F15,16,10D,HV,0.86736119860692
NSGA-III,F15,16,15D,HV,0.969325800558419
NSGA-III,F15,17,3D,HV,0.759038633481895
NSGA-III,F15,17,5D,HV,0.97839720174562
NSGA-III,F15,17,7D,HV,0.919342454127644
NSGA-III,F15,17,10D,HV,0.862922264841576
NSGA-III,F15,17,15D,HV,0.962776150602856
NSGA-III,F15,18,3D,HV,0.703403477663099
NSGA-III,F15,18,5D,HV,0.973734238189463
NSGA-III,F15,18,7D,HV,1
NSGA-III,F15,18,10D,HV,0.859704262354652
NSGA-III,F15,18,15D,HV,0.966451827849919
NSGA-III,F15,19,3D,HV,0.69415776299363
NSGA-III,F15,19,5D,HV,0.976214028530954
NSGA-III,F15,19,7D,HV,0.923063957804525
NSGA-III,F15,19,10D,HV,0.871197991243846
NSGA-III,F15,19,15D,HV,0.944684905571097
NSGA-III,F15,20,3D,HV,0.740641021492194
NSGA-III,F15,20,5D,HV,0.973695792427979
NSGA-III,F15,20,7D,HV,0.873466073408305
NSGA-III,F15,20,10D,HV,0.870634650087846
NSGA-III,F15,20,15D,HV,0.945713837388688
NSGA-III,F16,1,3D,HV,0.836255995295758
NSGA-III,F16,1,5D,HV,0.938162545468213
NSGA-III,F16,1,7D,HV,0.890881190200678
NSGA-III,F16,1,10D,HV,0.985981294824481
NSGA-III,F16,1,15D,HV,0.960948373796084
NSGA-III,F16,2,3D,HV,0.875075686097973
NSGA-III,F16,2,5D,HV,0.966758557665889
NSGA-III,F16,2,7D,HV,0.887523301602361
NSGA-III,F16,2,10D,HV,0.977673049513001
NSGA-III,F16,2,15D,HV,0.967668260994583
NSGA-III,F16,3,3D,HV,0.843483289839463
NSGA-III,F16,3,5D,HV,0.957409257544615
NSGA-III,F16,3,7D,HV,0.957543703379922
NSGA-III,F16,3,10D,HV,0.940133013008568
NSGA-III,F16,3,15D,HV,0.984541002236635
NSGA-III,F16,4,3D,HV,0.818528318525901
NSGA-III,F16,4,5D,HV,0.963295445020338
NSGA-III,F16,4,7D,HV,0.974161809191162
NSGA-III,F16,4,10D,HV,0.930231019661235
NSGA-III,F16,4,15D,HV,0.97830541625307
NSGA-III,F16,5,3D,HV,0.816958551002295
NSGA-III,F16,5,5D,HV,0.73306906901572
NSGA-III,F16,5,7D,HV,0.987011164177162
NSGA-III,F16,5,10D,HV,0.996411311604557
NSGA-III,F16,5,15D,HV,0.970518931345839
NSGA-III,F16,6,3D,HV,0.78507819025817
NSGA-III,F16,6,5D,HV,0.978529597361883
NSGA-III,F16,6,7D,HV,0.979569941147501
NSGA-III,F16,6,10D,HV,0.992014685220208
NSGA-III,F16,6,15D,HV,0.901922244604579
NSGA-III,F16,7,3D,HV,0.84569279805035
NSGA-III,F16,7,5D,HV,0.901938713794249
NSGA-III,F16,7,7D,HV,0.961578362253452
NSGA-III,F16,7,10D,HV,0.793738359085357
NSGA-III,F16,7,15D,HV,0.924056818585188
NSGA-III,F16,8,3D,HV,0.812789062998593
NSGA-III,F16,8,5D,HV,0.97186132340702
NSGA-III,F16,8,7D,HV,0.754825848621628
NSGA-III,F16,8,10D,HV,0.97175371581008
NSGA-III,F16,8,15D,HV,0.975514545159225
NSGA-III,F16,9,3D,HV,0.829600851627857
NSGA-III,F16,9,5D,HV,0.974418910512236
NSGA-III,F16,9,7D,HV,0.752422796917973
NSGA-III,F16,9,10D,HV,0.987084922934466
NSGA-III,F16,9,15D,HV,0.974739656864449
NSGA-III,F16,10,3D,HV,0.856646317813716
NSGA-III,F16,10,5D,HV,0.944506809082367
NSGA-III,F16,10,7D,HV,0.753657550232868
NSGA-III,F16,10,10D,HV,0.975135150227183
NSGA-III,F16,10,15D,HV,0.987889421309103
NSGA-III,F16,11,3D,HV,0.83348219969287
NSGA-III,F16,11,5D,HV,0.964869368187241
NSGA-III,F16,11,7D,HV,0.957124933469596
NSGA-III,F16,11,10D,HV,0.941754855558109
NSGA-III,F16,11,15D,HV,0.980374925077301
NSGA-III,F16,12,3D,HV,0.834172567052556
NSGA-III,F16,12,5D,HV,0.972852930497869
NSGA-III,F16,12,7D,HV,0.830663230269029
NSGA-III,F16,12,10D,HV,0.97344588340363
NSGA-III,F16,12,15D,HV,0.981162523710816
NSGA-III,F16,13,3D,HV,0.783140942202646
NSGA-III,F16,13,5D,HV,0.960361007834744
NSGA-III,F16,13,7D,HV,0.955412764322052
NSGA-III,F16,13,10D,HV,0.76923999809836
NSGA-III,F16,13,15D,HV,0.974755597771079
NSGA-III,F16,14,3D,HV,0.740925823576749
NSGA-III,F16,14,5D,HV,0.966429495049743
NSGA-III,F16,14,7D,HV,0.965488270006024
NSGA-III,F16,14,10D,HV,0.968541136829345
NSGA-III,F16,14,15D,HV,0.904200473543991
NSGA-III,F16,15,3D,HV,0.749127674653158
NSGA-III,F16,15,5D,HV,0.97586250051469
NSGA-III,F16,15,7D,HV,0.742590672170062
NSGA-III,F16,15,10D,HV,0.983147064434908
NSGA-III,F16,15,15D,HV,1
NSGA-III,F16,16,3D,HV,0.798024651115609
NSGA-III,F16,16,5D,HV,0.93571895101298
NSGA-III,F16,16,7D,HV,0.976945636112686
NSGA-III,F16,16,10D,HV,0.933348158859617
NSGA-III,F16,16,15D,HV,0.97159988028834
NSGA-III,F16,17,3D,HV,0.852590229690432
NSGA-III,F16,17,5D,HV,0.978322322113696
NSGA-III,F16,17,7D,HV,0.886603732066767
NSGA-III,F16,17,10D,HV,0.802445852815792
NSGA-III,F16,17,15D,HV,0.963054737448841
NSGA-III,F16,18,3D,HV,0.816201618159307
NSGA-III,F16,18,5D,HV,0.940701156048616
NSGA-III,F16,18,7D,HV,0.939101933453476
NSGA-III,F16,18,10D,HV,0.983046119407333
NSGA-III,F16,18,15D,HV,0.988510480923473
NSGA-III,F16,19,3D,HV,0.797442370399057
NSGA-III,F16,19,5D,HV,0.936325252741241
NSGA-III,F16,19,7D,HV,0.977724076678049
NSGA-III,F16,19,10D,HV,0.91891471922867
NSGA-III,F16,19,15D,HV,0.919859693773872
NSGA-III,F16,20,3D,HV,0.84273117458056
NSGA-III,F16,20,5D,HV,0.924188121851921
NSGA-III,F16,20,7D,HV,0.954304078520685
NSGA-III,F16,20,10D,HV,0.945313075185119
NSGA-III,F16,20,15D,HV,0.955205900416643
SPEA-SDE,F1,1,3D,HV,0.715700667575218
SPEA-SDE,F1,1,5D,HV,0.993630511132928
SPEA-SDE,F1,1,7D,HV,0.995024995749364
SPEA-SDE,F1,1,10D,HV,0.994790434765179
SPEA-SDE,F1,1,15D,HV,0.995482877951214
SPEA-SDE,F1,2,3D,HV,0.802819066726104
SPEA-SDE,F1,2,5D,HV,0.995941994201601
SPEA-SDE,F1,2,7D,HV,0.99302392730558
SPEA-SDE,F1,2,10D,HV,0.996994327406843
SPEA-SDE,F1,2,15D,HV,0.992276927234149
SPEA-SDE,F1,3,3D,HV,0.724185862294146
SPEA-SDE,F1,3,5D,HV,0.992983956887624
SPEA-SDE,F1,3,7D,HV,0.993161758565911
SPEA-SDE,F1,3,10D,HV,0.995569163543066
SPEA-SDE,F1,3,15D,HV,0.99654372695443
SPEA-SDE,F1,4,3D,HV,0.778039375482105
SPEA-SDE,F1,4,5D,HV,0.993248362457589
SPEA-SDE,F1,4,7D,HV,0.993545070319094
SPEA-SDE,F1,4,10D,HV,0.997322054962016
SPEA-SDE,F1,4,15D,HV,0.994985291644201
SPEA-SDE,F1,5,3D,HV,0.764392997006571
SPEA-SDE,F1,5,5D,HV,0.9951611715028
SPEA-SDE,F1,5,7D,HV,0.993855945205535
SPEA-SDE,F1,5,10D,HV,0.995466298839876
SPEA-SDE,F1,5,15D,HV,0.99663673430201
SPEA-SDE,F1,6,3D,HV,0.800904363908107
SPEA-SDE,F1,6,5D,HV,0.99217275346439
SPEA-SDE,F1,6,7D,HV,0.996607540074187
SPEA-SDE,F1,6,10D,HV,0.996314818897953
SPEA-SDE,F1,6,15D,HV,0.995732662880368
SPEA-SDE,F1,7,3D,HV,0.697343197795739
SPEA-SDE,F1,7,5D,HV,0.992238250553584
SPEA-SDE,F1,7,7D,HV,0.988549447829887
SPEA-SDE,F1,7,10D,HV,0.996863035939786
SPEA-SDE,F1,7,15D,HV,0.993480571875573
SPEA-SDE,F1,8,3D,HV,0.664468224871206
SPEA-SDE,F1,8,5D,HV,0.991965582309558
SPEA-SDE,F1,8,7D,HV,0.992184224346665
SPEA-SDE,F1,8,10D,HV,0.994431638236886
SPEA-SDE,F1,8,15D,HV,0.99606169472643
SPEA-SDE,F1,9,3D,HV,0.709705029334763
SPEA-SDE,F1,9,5D,HV,0.992797013886985
SPEA-SDE,F1,9,7D,HV,0.989983591037548
SPEA-SDE,F1,9,10D,HV,0.996803904668364
SPEA-SDE,F1,9,15D,HV,0.995204341847624
SPEA-SDE,F1,10,3D,HV,0.734392859681249
SPEA-SDE,F1,10,5D,HV,0.992518707430141
SPEA-SDE,F1,10,7D,HV,0.987537840717366
SPEA-SDE,F1,10,10D,HV,0.997028403054782
SPEA-SDE,F1,10,15D,HV,0.996590277122406
SPEA-SDE,F1,11,3D,HV,0.715700667575218
SPEA-SDE,F1,11,5D,HV,0.994324575754084
SPEA-SDE,F1,11,7D,HV,0.991247211935181
SPEA-SDE,F1,11,10D,HV,0.99496181522981
SPEA-SDE,F1,11,15D,HV,0.996214700961376
SPEA-SDE,F1,12,3D,HV,0.667317948360671
SPEA-SDE,F1,12,5D,HV,0.996196071428989
SPEA-SDE,F1,12,7D,HV,0.993303614096617
SPEA-SDE,F1,12,10D,HV,0.995003908677264
SPEA-SDE,F1,12,15D,HV,0.997087897794649
SPEA-SDE,F1,13,3D,HV,0.700217223479316
SPEA-SDE,F1,13,5D,HV,0.997308433924503
SPEA-SDE,F1,13,7D,HV,0.992616965538178
SPEA-SDE,F1,13,10D,HV,0.996400008017799
SPEA-SDE,F1,13,15D,HV,0.99635471202225
SPEA-SDE,F1,14,3D,HV,0.698307946130321
SPEA-SDE,F1,14,5D,HV,0.994349363776269
SPEA-SDE,F1,14,7D,HV,0.99460848376559
SPEA-SDE,F1,14,10D,HV,0.996407023592375
SPEA-SDE,F1,14,15D,HV,0.995832670780992
SPEA-SDE,F1,15,3D,HV,0.706992667943341
SPEA-SDE,F1,15,5D,HV,0.988321234477418
SPEA-SDE,F1,15,7D,HV,0.990387024142604
SPEA-SDE,F1,15,10D,HV,0.994941770731023
SPEA-SDE,F1,15,15D,HV,0.996150695904977
SPEA-SDE,F1,16,3D,HV,0.6887176807058
SPEA-SDE,F1,16,5D,HV,0.989397415262836
SPEA-SDE,F1,16,7D,HV,0.99109026539057
SPEA-SDE,F1,16,10D,HV,0.996969271783359
SPEA-SDE,F1,16,15D,HV,0.995408637282345
SPEA-SDE,F1,17,3D,HV,0.741491550729795
SPEA-SDE,F1,17,5D,HV,0.994090122377592
SPEA-SDE,F1,17,7D,HV,0.99286999896375
SPEA-SDE,F1,17,10D,HV,0.995266491611377
SPEA-SDE,F1,17,15D,HV,0.995893675600372
SPEA-SDE,F1,18,3D,HV,0.744900571174357
SPEA-SDE,F1,18,5D,HV,0.990532178895896
SPEA-SDE,F1,18,7D,HV,0.995030026087333
SPEA-SDE,F1,18,10D,HV,0.994947784080659
SPEA-SDE,F1,18,15D,HV,0.997757822868007
SPEA-SDE,F1,19,3D,HV,0.77957388947506
SPEA-SDE,F1,19,5D,HV,0.992046097609478
SPEA-SDE,F1,19,7D,HV,0.993984270654732
SPEA-SDE,F1,19,10D,HV,0.997231854717473
SPEA-SDE,F1,19,15D,HV,0.995349632620977
SPEA-SDE,F1,20,3D,HV,0.607696586508962
SPEA-SDE,F1,20,5D,HV,0.994661279722086
SPEA-SDE,F1,20,7D,HV,0.991588268849431
SPEA-SDE,F1,20,10D,HV,0.993408366573794
SPEA-SDE,F1,20,15D,HV,0.996094691480627
SPEA-SDE,F2,1,3D,HV,0.968248650102792
SPEA-SDE,F2,1,5D,HV,0.990942763056518
SPEA-SDE,F2,1,7D,HV,1
SPEA-SDE,F2,1,10D,HV,0.997079438047154
SPEA-SDE,F2,1,15D,HV,1
SPEA-SDE,F2,2,3D,HV,0.945359168671822
SPEA-SDE,F2,2,5D,HV,0.969443952995965
SPEA-SDE,F2,2,7D,HV,0.995100559669789
SPEA-SDE,F2,2,10D,HV,0.995581502351099
SPEA-SDE,F2,2,15D,HV,0.999178128330975
SPEA-SDE,F2,3,3D,HV,0.974908116502878
SPEA-SDE,F2,3,5D,HV,0.977262739771372
SPEA-SDE,F2,3,7D,HV,0.997125457027117
SPEA-SDE,F2,3,10D,HV,0.99954504845595
SPEA-SDE,F2,3,15D,HV,0.998503487660328
SPEA-SDE,F2,4,3D,HV,0.979122134607163
SPEA-SDE,F2,4,5D,HV,0.989453198568649
SPEA-SDE,F2,4,7D,HV,0.997669230221072
SPEA-SDE,F2,4,10D,HV,0.998801238788694
SPEA-SDE,F2,4,15D,HV,0.997972044262075
SPEA-SDE,F2,5,3D,HV,0.944166054276456
SPEA-SDE,F2,5,5D,HV,0.992911727609449
SPEA-SDE,F2,5,7D,HV,0.994725619282022
SPEA-SDE,F2,5,10D,HV,0.997632395025863
SPEA-SDE,F2,5,15D,HV,0.998788873773621
SPEA-SDE,F2,6,3D,HV,0.933890085968674
SPEA-SDE,F2,6,5D,HV,0.983283776302798
SPEA-SDE,F2,6,7D,HV,0.99952090950452
SPEA-SDE,F2,6,10D,HV,0.998938446397217
SPEA-SDE,F2,6,15D,HV,0.998672904151612
SPEA-SDE,F2,7,3D,HV,0.984673936897009
SPEA-SDE,F2,7,5D,HV,0.990109520086292
SPEA-SDE,F2,7,7D,HV,0.997399536257942
SPEA-SDE,F2,7,10D,HV,0.999175722712708
SPEA-SDE,F2,7,15D,HV,0.998871565156272
SPEA-SDE,F2,8,3D,HV,0.994659598588856
SPEA-SDE,F2,8,5D,HV,1
SPEA-SDE,F2,8,7D,HV,0.997407210476405
SPEA-SDE,F2,8,10D,HV,0.997718020826671
SPEA-SDE,F2,8,15D,HV,0.998603322378406
SPEA-SDE,F2,9,3D,HV,0.962744423118666
SPEA-SDE,F2,9,5D,HV,0.987752469766407
SPEA-SDE,F2,9,7D,HV,0.996397502590049
SPEA-SDE,F2,9,10D,HV,0.995859012476608
SPEA-SDE,F2,9,15D,HV,0.997047312580485
SPEA-SDE,F2,10,3D,HV,0.945036186025924
SPEA-SDE,F2,10,5D,HV,0.999594792802151
SPEA-SDE,F2,10,7D,HV,0.995860307297634
SPEA-SDE,F2,10,10D,HV,0.998431913045452
SPEA-SDE,F2,10,15D,HV,0.999564357593842
SPEA-SDE,F2,11,3D,HV,0.959806711339315
SPEA-SDE,F2,11,5D,HV,0.98145749034066
SPEA-SDE,F2,11,7D,HV,0.99655756486085
SPEA-SDE,F2,11,10D,HV,0.99841231195852
SPEA-SDE,F2,11,15D,HV,0.998905851827127
SPEA-SDE,F2,12,3D,HV,0.979181342634495
SPEA-SDE,F2,12,5D,HV,0.99715213532779
SPEA-SDE,F2,12,7D,HV,0.994464695854278
SPEA-SDE,F2,12,10D,HV,0.998855915504872
SPEA-SDE,F2,12,15D,HV,0.998755595534262
SPEA-SDE,F2,13,3D,HV,0.973276949458198
SPEA-SDE,F2,13,5D,HV,0.995177463631227
SPEA-SDE,F2,13,7D,HV,0.995477692691403
SPEA-SDE,F2,13,10D,HV,0.996711143940066
SPEA-SDE,F2,13,15D,HV,0.997719936388141
SPEA-SDE,F2,14,3D,HV,0.966360511052091
SPEA-SDE,F2,14,5D,HV,0.973016624909399
SPEA-SDE,F2,14,7D,HV,0.998375258319675
SPEA-SDE,F2,14,10D,HV,0.99918810234656
SPEA-SDE,F2,14,15D,HV,0.997059413758434
SPEA-SDE,F2,15,3D,HV,0.938514510754096
SPEA-SDE,F2,15,5D,HV,0.996786878135362
SPEA-SDE,F2,15,7D,HV,0.998194366027331
SPEA-SDE,F2,15,10D,HV,0.998634113731696
SPEA-SDE,F2,15,15D,HV,0.997665481087371
SPEA-SDE,F2,16,3D,HV,0.945461873557683
SPEA-SDE,F2,16,5D,HV,0.976908896866207
SPEA-SDE,F2,16,7D,HV,0.999337824578329
SPEA-SDE,F2,16,10D,HV,0.997528199774278
SPEA-SDE,F2,16,15D,HV,0.997866158955023
SPEA-SDE,F2,17,3D,HV,1
SPEA-SDE,F2,17,5D,HV,0.99725486391316
SPEA-SDE,F2,17,7D,HV,0.99912513909521
SPEA-SDE,F2,17,10D,HV,0.998216301089201
SPEA-SDE,F2,17,15D,HV,0.998964340853879
SPEA-SDE,F2,18,3D,HV,0.972903117038125
SPEA-SDE,F2,18,5D,HV,0.987843784064514
SPEA-SDE,F2,18,7D,HV,0.999724824452253
SPEA-SDE,F2,18,10D,HV,0.998616575917073
SPEA-SDE,F2,18,15D,HV,0.99658040879796
SPEA-SDE,F2,19,3D,HV,0.983787404192608
SPEA-SDE,F2,19,5D,HV,0.983506354904434
SPEA-SDE,F2,19,7D,HV,0.997897264141118
SPEA-SDE,F2,19,10D,HV,0.998879643136421
SPEA-SDE,F2,19,15D,HV,0.998539791194174
SPEA-SDE,F2,20,3D,HV,0.96537383966589
SPEA-SDE,F2,20,5D,HV,0.987592669744719
SPEA-SDE,F2,20,7D,HV,0.996097111753066
SPEA-SDE,F2,20,10D,HV,1
SPEA-SDE,F2,20,15D,HV,0.999645032113501
SPEA-SDE,F3,1,3D,HV,0.986620451219601
SPEA-SDE,F3,1,5D,HV,1
SPEA-SDE,F3,1,7D,HV,0.996870253803542
SPEA-SDE,F3,1,10D,HV,1
SPEA-SDE,F3,1,15D,HV,0.999402421605689
SPEA-SDE,F3,2,3D,HV,0.856012036699708
SPEA-SDE,F3,2,5D,HV,0.992130626189975
SPEA-SDE,F3,2,7D,HV,0.997268605090117
SPEA-SDE,F3,2,10D,HV,0.97389736181671
SPEA-SDE,F3,2,15D,HV,0.997708609873166
SPEA-SDE,F3,3,3D,HV,0.920268865383823
SPEA-SDE,F3,3,5D,HV,0.995134871024237
SPEA-SDE,F3,3,7D,HV,0.996070259070997
SPEA-SDE,F3,3,10D,HV,0.99873224916164
SPEA-SDE,F3,3,15D,HV,0.996231824077766
SPEA-SDE,F3,4,3D,HV,0.899267679092587
SPEA-SDE,F3,4,5D,HV,0.987096885357476
SPEA-SDE,F3,4,7D,HV,0.996286444204483
SPEA-SDE,F3,4,10D,HV,0.991202264165771
SPEA-SDE,F3,4,15D,HV,0.996128862935503
SPEA-SDE,F3,5,3D,HV,0.996453932534651
SPEA-SDE,F3,5,5D,HV,0.995058564928488
SPEA-SDE,F3,5,7D,HV,0.990186072848903
SPEA-SDE,F3,5,10D,HV,0.989557083428553
SPEA-SDE,F3,5,15D,HV,0.995231485921073
SPEA-SDE,F3,6,3D,HV,0.974757405150477
SPEA-SDE,F3,6,5D,HV,0.998401264219702
SPEA-SDE,F3,6,7D,HV,0.990843407341077
SPEA-SDE,F3,6,10D,HV,0.994600167310021
SPEA-SDE,F3,6,15D,HV,0.993781954545684
SPEA-SDE,F3,7,3D,HV,0.922262707222281
SPEA-SDE,F3,7,5D,HV,0.992300468790191
SPEA-SDE,F3,7,7D,HV,0.976988903228072
SPEA-SDE,F3,7,10D,HV,0.994208260647918
SPEA-SDE,F3,7,15D,HV,0.996277248111117
SPEA-SDE,F3,8,3D,HV,0.966062340045622
SPEA-SDE,F3,8,5D,HV,0.994285658023155
SPEA-SDE,F3,8,7D,HV,0.995079319093647
SPEA-SDE,F3,8,10D,HV,0.997806770368547
SPEA-SDE,F3,8,15D,HV,0.993737539935296
SPEA-SDE,F3,9,3D,HV,0.933544060549987
SPEA-SDE,F3,9,5D,HV,0.997152059587676
SPEA-SDE,F3,9,7D,HV,0.994885081689448
SPEA-SDE,F3,9,10D,HV,0.997234938220413
SPEA-SDE,F3,9,15D,HV,0.99284420061272
SPEA-SDE,F3,10,3D,HV,0.983546864653067
SPEA-SDE,F3,10,5D,HV,0.997446207279355
SPEA-SDE,F3,10,7D,HV,0.999878190102452
SPEA-SDE,F3,10,10D,HV,0.994573281892568
SPEA-SDE,F3,10,15D,HV,0.995951204493951
SPEA-SDE,F3,11,3D,HV,0.90699530343045
SPEA-SDE,F3,11,5D,HV,0.997534820809903
SPEA-SDE,F3,11,7D,HV,0.995542416181622
SPEA-SDE,F3,11,10D,HV,0.992237352737711
SPEA-SDE,F3,11,15D,HV,0.993986867407247
SPEA-SDE,F3,12,3D,HV,0.925295399461051
SPEA-SDE,F3,12,5D,HV,0.998087424632346
SPEA-SDE,F3,12,7D,HV,0.992568498863108
SPEA-SDE,F3,12,10D,HV,0.998746725924884
SPEA-SDE,F3,12,15D,HV,0.996646696915708
SPEA-SDE,F3,13,3D,HV,0.907417572120962
SPEA-SDE,F3,13,5D,HV,0.998045579354032
SPEA-SDE,F3,13,7D,HV,0.99474571360847
SPEA-SDE,F3,13,10D,HV,0.99281538921295
SPEA-SDE,F3,13,15D,HV,0.992519166418517
SPEA-SDE,F3,14,3D,HV,0.970824224630936
SPEA-SDE,F3,14,5D,HV,0.999668930003926
SPEA-SDE,F3,14,7D,HV,0.995762990860966
SPEA-SDE,F3,14,10D,HV,0.997511030776564
SPEA-SDE,F3,14,15D,HV,0.998176982128166
SPEA-SDE,F3,15,3D,HV,0.906417940441527
SPEA-SDE,F3,15,5D,HV,0.993942280592283
SPEA-SDE,F3,15,7D,HV,0.998116884827096
SPEA-SDE,F3,15,10D,HV,0.98952606179303
SPEA-SDE,F3,15,15D,HV,0.994568295034144
SPEA-SDE,F3,16,3D,HV,0.939238485477415
SPEA-SDE,F3,16,5D,HV,0.996637608813108
SPEA-SDE,F3,16,7D,HV,0.998392328829659
SPEA-SDE,F3,16,10D,HV,0.993815319931297
SPEA-SDE,F3,16,15D,HV,0.995041714403961
SPEA-SDE,F3,17,3D,HV,1
SPEA-SDE,F3,17,5D,HV,0.993416753126396
SPEA-SDE,F3,17,7D,HV,1
SPEA-SDE,F3,17,10D,HV,0.987315253234781
SPEA-SDE,F3,17,15D,HV,0.995668566064209
SPEA-SDE,F3,18,3D,HV,0.949354737724176
SPEA-SDE,F3,18,5D,HV,0.999073250159689
SPEA-SDE,F3,18,7D,HV,0.985345501154451
SPEA-SDE,F3,18,10D,HV,0.991296363126857
SPEA-SDE,F3,18,15D,HV,0.992819974461599
SPEA-SDE,F3,19,3D,HV,0.945607011403382
SPEA-SDE,F3,19,5D,HV,0.995445018381154
SPEA-SDE,F3,19,7D,HV,0.996015389747777
SPEA-SDE,F3,19,10D,HV,0.998575072874992
SPEA-SDE,F3,19,15D,HV,0.995805847587227
SPEA-SDE,F3,20,3D,HV,0.923888718687166
SPEA-SDE,F3,20,5D,HV,0.990365740039901
SPEA-SDE,F3,20,7D,HV,0.996965726425944
SPEA-SDE,F3,20,10D,HV,0.997306287982115
SPEA-SDE,F3,20,15D,HV,1
SPEA-SDE,F4,1,3D,HV,0.997191517869828
SPEA-SDE,F4,1,5D,HV,0.99595194379095
SPEA-SDE,F4,1,7D,HV,0.994652852287513
SPEA-SDE,F4,1,10D,HV,0.997645339144456
SPEA-SDE,F4,1,15D,HV,0.999303570636684
SPEA-SDE,F4,2,3D,HV,0.997443302002744
SPEA-SDE,F4,2,5D,HV,0.991282221805662
SPEA-SDE,F4,2,7D,HV,0.995804781934232
SPEA-SDE,F4,2,10D,HV,0.99668117726849
SPEA-SDE,F4,2,15D,HV,0.99756098544251
SPEA-SDE,F4,3,3D,HV,0.998458203471414
SPEA-SDE,F4,3,5D,HV,0.984104150704438
SPEA-SDE,F4,3,7D,HV,0.996240321048278
SPEA-SDE,F4,3,10D,HV,0.996923766177325
SPEA-SDE,F4,3,15D,HV,0.998543646266292
SPEA-SDE,F4,4,3D,HV,0.994111040021064
SPEA-SDE,F4,4,5D,HV,0.987331752664858
SPEA-SDE,F4,4,7D,HV,1
SPEA-SDE,F4,4,10D,HV,0.998361750645441
SPEA-SDE,F4,4,15D,HV,0.999611974956763
SPEA-SDE,F4,5,3D,HV,0.998818158157454
SPEA-SDE,F4,5,5D,HV,0.987013691105488
SPEA-SDE,F4,5,7D,HV,0.997642383989714
SPEA-SDE,F4,5,10D,HV,0.99746055865645
SPEA-SDE,F4,5,15D,HV,0.997919782625347
SPEA-SDE,F4,6,3D,HV,0.98814112391008
SPEA-SDE,F4,6,5D,HV,0.995261605633682
SPEA-SDE,F4,6,7D,HV,0.995535998349998
SPEA-SDE,F4,6,10D,HV,0.998135678428272
SPEA-SDE,F4,6,15D,HV,0.999573676381067
SPEA-SDE,F4,7,3D,HV,0.988509322694959
SPEA-SDE,F4,7,5D,HV,0.984635458082021
SPEA-SDE,F4,7,7D,HV,0.996277621627315
SPEA-SDE,F4,7,10D,HV,0.996840150425769
SPEA-SDE,F4,7,15D,HV,0.999347916355911
SPEA-SDE,F4,8,3D,HV,1
SPEA-SDE,F4,8,5D,HV,1
SPEA-SDE,F4,8,7D,HV,0.996328087116599
SPEA-SDE,F4,8,10D,HV,0.998917124402689
SPEA-SDE,F4,8,15D,HV,1
SPEA-SDE,F4,9,3D,HV,0.994530760724569
SPEA-SDE,F4,9,5D,HV,0.993078546748919
SPEA-SDE,F4,9,7D,HV,0.998799799015704
SPEA-SDE,F4,9,10D,HV,0.998986288049038
SPEA-SDE,F4,9,15D,HV,0.999089904898589
SPEA-SDE,F4,10,3D,HV,0.990406528755911
